transaction_id,scheme_name,unit_no,property_type,district,state,postcode,built_up_sqft,price_rm,transaction_date,source_batch
TX-2026-08-01975,Taman Bukit Harmoni Klang,E-27-18,Berkembar 2 Tingkat,Klang,Selangor,41093,2507,999500,2026-08-25,B2
TX-2026-08-02921,Residensi Damai Indah Sepang,A-03-21,Kondominium,Sepang,Selangor,63179,1278,483000,2026-08-19,B2
TX-2026-08-00869,Desa Warisan Murni Petaling,C-22-16,Teres 1 Tingkat,Petaling,Selangor,46774,1045,695000,2026-08-26,B3
TX-2026-08-01028,Taman Kenanga Sari Kuala,D-29-16,Berkembar 2 Tingkat,Kuala Langat,Selangor,42763,2451,602500,2026-08-28,B1
TX-2026-08-02188,Kondominium Impian Setia Gombak,E-02-03,Banglo,Gombak,Selangor,68040,3296,1297000,2026-08-18,B5
TX-2026-08-00045,Kondominium Putra Perdana Petaling,G-13-07,Kondominium,Petaling,Selangor,46203,1567,815000,2026-08-16,B4
TX-2026-08-02867,Bandar Damai Indah Hulu,D-26-17,Berkembar 2 Tingkat,Hulu Langat,Selangor,43383,3257,969500,2026-08-12,B5
TX-2026-08-00480,Kondominium Mutiara Sentosa Hulu,G-03-05,Kondominium,Hulu Langat,Selangor,43276,1394,494500,2026-08-04,B2
TX-2026-08-01379,Taman Kenanga Sari Gombak,A-25-19,Pangsapuri,DAERAH GOMBAK,Selangor,68008,857,455500,2026-08-25,B1
TX-2026-08-02749,Pangsapuri Kenanga Sari Hulu,F-07-22,Banglo,Hulu Selangor,Selangor,44261,4489,1412500,2026-08-19,B5
TX-2026-08-00789,Pangsapuri Suria Bayu Kuala,A-08-22,Kondominium,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,58772,792,484000,2026-08-17,B6
TX-2026-08-00745,Pangsapuri Tasik Permai Gombak,G-29-08,Kondominium,Gombak,Selangor,68045,1236,817000,2026-08-29,B6
TX-2026-08-02345,Desa Kenanga Sari Hulu,G-24-18,Pangsapuri,Hulu Langat,Selangor,43247,769,202000,2026-08-01,B6
TX-2026-08-01810,Pangsapuri Suria Bayu Sepang,G-26-21,Banglo,Sepang,Selangor,63004,4657,1648000,2026-08-24,B5
TX-2026-08-01839,Desa Bukit Harmoni Petaling,B-35-04,Banglo,Petaling,Selangor,47435,4588,2283000,2026-08-16,B4
TX-2026-08-00890,Residensi Mutiara Sentosa Kuala,D-29-01,Banglo,Kuala Langat,Selangor,42617,3027,1001000,2026-08-03,B1
TX-2026-08-00885,Residensi Damai Indah Sepang,C-25-14,Teres 1 Tingkat,Sepang,Selangor,63268,1370,466000,2026-08-14,B2
TX-2026-08-01069,Pangsapuri Seri Melati Kuala,D-29-01,Teres 2 Tingkat,DAERAH KUALA SELANGOR,Selangor,45698,1980,590000,2026-08-05,B1
TX-2026-08-01718,Desa Cempaka Wangi Gombak,D-03-02,Berkembar 2 Tingkat,Gombak,Selangor,68084,3093,1078000,2026-08-17,B5
TX-2026-08-00049,Kondominium Cempaka Wangi Sepang,A-29-14,Kondominium,Sepang,Selangor,63053,1267,494000,2026-08-20,B5
TX-2026-08-01833,Bandar Anggerik Jaya Petaling,B-23-24,Banglo,Petaling,Selangor,46586,4296,1630500,2026-08-24,B6
TX-2026-08-00765,Kondominium Putra Perdana Petaling,A-09-08,Kondominium,Petaling,Selangor,46029,894,451500,2026-08-31,B5
TX-2026-08-00231,Taman Kenanga Sari Kuala,F-14-18,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57881,1068,500000,2026-08-18,B2
TX-2026-08-02338,Residensi Seri Melati Kuala,E-13-22,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,52827,4236,3186500,2026-08-20,B2
TX-2026-08-01433,Pangsapuri Kenanga Sari Petaling,C-13-19,Teres 1 Tingkat,Petaling,Selangor,46028,910,347000,2026-08-05,B1
TX-2026-08-00043,Kondominium Putra Perdana Petaling,A-28-09,Kondominium,Petaling,Selangor,47371,1567,815000,2026-08-16,B5
TX-2026-08-01492,Taman Kenanga Sari Kuala,E-29-13,Teres 1 Tingkat,Kuala Langat,Selangor,42552,1202,311000,2026-08-16,B6
TX-2026-08-01924,Residensi Kenanga Sari Sepang,A-01-14,Teres 2 Tingkat,Sepang,Selangor,63000,1674,570000,2026-08-28,B2
TX-2026-08-00013,Taman Kenanga Sari Kuala,A-35-01,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,59266,715,465000,2026-08-04,B4
TX-2026-08-01897,Pangsapuri Kenanga Sari Hulu,G-19-17,Teres 2 Tingkat,Hulu Selangor,Selangor,44033,1994,500500,2026-08-08,B3
TX-2026-08-02859,Kondominium Putra Perdana Petaling,G-31-03,Teres 2 Tingkat,Petaling,Selangor,47447,1993,1319500,2026-08-09,B5
TX-2026-08-00084,Taman Kenanga Sari Kuala,G-33-03,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,53044,1199,779500,2026-08-05,B2
TX-2026-08-00638,Bandar Anggerik Jaya Petaling,A-25-21,Pangsapuri,Petaling,Selangor,46958,924,544000,14/08/2026,B3
TX-2026-08-02102,Kondominium Putra Perdana Petaling,C-09-13,Kondominium,Petaling,Selangor,46056,1500,431000,2026-08-31,B2
TX-2026-08-00341,Desa Bukit Harmoni Petaling,D-08-10,Berkembar 2 Tingkat,Petaling,Selangor,46868,2414,1355000,2026-08-08,B1
TX-2026-08-02823,Bandar Damai Indah Hulu,C-12-23,Banglo,Hulu Langat,Selangor,43202,4459,1744500,25/08/2026,B2
TX-2026-08-00350,Pangsapuri Putra Perdana Kuala,A-06-21,Teres 1 Tingkat,Kuala Selangor,Selangor,45694,1077,354500,2026-08-27,B6
TX-2026-08-00332,Pangsapuri Seri Melati Kuala,C-14-09,Teres 1 Tingkat,Kuala Selangor,Selangor,45683,1100,224500,2026-08-19,B4
TX-2026-08-02017,Kondominium Impian Setia Petaling,D-38-04,Kondominium,Petaling,Selangor,46473,920,494500,2026-08-18,B5
TX-2026-08-00980,Pangsapuri Kenanga Sari Petaling,A-27-23,Teres 2 Tingkat,Petaling,Selangor,47035,2002,1393000,2026-08-15,B5
TX-2026-08-02534,Residensi Seri Melati Kuala,F-13-15,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,51823,916,656500,2026-08-10,B5
TX-2026-08-02804,Desa Warisan Murni Petaling,G-05-10,Teres 1 Tingkat,Petaling,Selangor,47071,1400,581000,2026-08-22,B3
TX-2026-08-00949,Taman Kenanga Sari Klang,F-19-20,Kondominium,Klang,Selangor,41050,1329,625500,2026-08-22,B2
TX-2026-08-02106,Pangsapuri Seri Melati Kuala,B-23-09,Teres 2 Tingkat,DAERAH KUALA SELANGOR,Selangor,45633,1772,433500,2026-08-22,B4
TX-2026-08-02734,Desa Kenanga Sari Hulu,C-16-02,Banglo,Hulu Langat,Selangor,43426,4180,1393500,2026-08-12,B6
TX-2026-08-02876,Taman Seri Melati Hulu,D-06-15,Pangsapuri,Hulu Langat,Selangor,43289,689,318000,2026-08-02,B1
TX-2026-08-02255,Desa Mutiara Sentosa Klang,G-08-20,Berkembar 2 Tingkat,Klang,Selangor,41026,2695,1447000,2026-08-04,B1
TX-2026-08-00461,Bandar Kenanga Sari Kuala,F-10-19,Teres 2 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,59165,2318,1374000,2026-08-16,B3
TX-2026-08-01344,Desa Seri Melati Kuala,F-10-05,Teres 1 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,57979,1292,753000,2026-08-08,B6
TX-2026-08-01952,Desa Warisan Murni Petaling,E-15-14,Teres 2 Tingkat,Petaling,Selangor,47574,1992,1237000,2026-08-24,B6
TX-2026-08-02382,Taman Anggerik Jaya Kuala,F-22-02,Kondominium,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,58801,905,669500,2026-08-08,B4
TX-2026-08-01348,Kondominium Damai Indah Petaling,D-09-12,Teres 2 Tingkat,Petaling,Selangor,46307,1948,709500,2026-08-30,B2
TX-2026-08-02276,Kondominium Kenanga Sari Hulu,D-13-07,Teres 2 Tingkat,Hulu Langat,Selangor,43190,2142,881000,04/08/2026,B6
TX-2026-08-01552,Pangsapuri Suria Bayu Sepang,C-12-03,Kondominium,DAERAH SEPANG,Selangor,63114,1555,634500,2026-08-16,B2
TX-2026-08-01550,Pangsapuri Kenanga Sari Kuala,E-07-06,Banglo,Kuala Selangor,Selangor,45671,2948,831000,2026-08-18,B1
TX-2026-08-00031,Bandar Anggerik Jaya Petaling,C-19-03,Pangsapuri,Petaling,Selangor,47563,675,351000,2026-08-18,B5
TX-2026-08-00564,Taman Kenanga Sari Klang,F-04-10,Teres 1 Tingkat,Klang,Selangor,42217,929,312000,2026-08-20,B6
TX-2026-08-02652,Taman Kenanga Sari Klang,C-36-01,Pangsapuri,Klang,Selangor,41229,745,254500,2026-08-27,B2
TX-2026-08-02521,Pangsapuri Seri Melati Kuala,E-11-16,Banglo,Kuala Selangor,Selangor,45611,5081,1097500,2026-08-26,B1
TX-2026-08-00547,Bandar Kenanga Sari Kuala,G-12-05,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,51235,2632,1381000,2026-08-22,B2
TX-2026-08-00053,Desa Warisan Murni Petaling,F-28-04,Kondominium,Petaling,Selangor,46918,1352,703000,2026-08-19,B5
TX-2026-08-02248,Bandar Anggerik Jaya Petaling,F-27-06,Kondominium,Petaling,Selangor,47227,1149,769500,2026-08-22,B1
TX-2026-08-02513,Residensi Kenanga Sari Sepang,G-18-14,Kondominium,Sepang,Selangor,63253,1389,484000,2026-08-15,B2
TX-2026-08-01463,Residensi Mutiara Sentosa Kuala,E-07-03,Teres 2 Tingkat,Kuala Langat,Selangor,42518,1971,778500,2026-08-16,B1
TX-2026-08-02878,Taman Seri Melati Hulu,B-24-13,Berkembar 2 Tingkat,Hulu Langat,Selangor,43087,2477,735500,2026-08-27,B1
TX-2026-08-01410,Taman Seri Melati Hulu,C-23-05,Teres 1 Tingkat,Hulu Langat,Selangor,43230,989,433500,2026-08-22,B1
TX-2026-08-00317,Pangsapuri Kenanga Sari Hulu,C-21-02,Berkembar 2 Tingkat,Hulu Selangor,Selangor,44213,2959,838000,2026-08-02,B3
TX-2026-08-00316,Kondominium Putra Perdana Petaling,B-37-08,Berkembar 2 Tingkat,Petaling,Selangor,47048,3214,2135500,2026-08-25,B2
TX-2026-08-00772,Taman Kenanga Sari Kuala,D-09-23,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53685,3073,1945000,2026-08-03,B1
TX-2026-08-00548,Pangsapuri Putra Perdana Kuala,C-15-07,Teres 2 Tingkat,Kuala Selangor,Selangor,45610,1637,413000,2026-08-23,B1
TX-2026-08-00530,Bandar Anggerik Jaya Hulu,A-27-06,Kondominium,Hulu Langat,Selangor,43270,1215,446000,2026-08-31,B1
TX-2026-08-02021,Taman Damai Indah Sabak,D-09-03,Pangsapuri,Sabak Bernam,Selangor,45246,796,198,2026-08-17,B1
TX-2026-08-01208,Pangsapuri Kenanga Sari Kuala,A-14-14,Berkembar 2 Tingkat,Kuala Selangor,Selangor,45735,2414,532500,2026-08-29,B5
TX-2026-08-01605,Taman Suria Bayu Kuala,B-34-05,Pangsapuri,DAERAH KUALA SELANGOR,Selangor,45739,825,198500,2026-08-10,B5
TX-2026-08-00035,Desa Bukit Harmoni Petaling,E-26-22,Pangsapuri,Petaling,Selangor,46042,813,423000,2026-08-07,B2
TX-2026-08-02054,Bandar Kenanga Sari Kuala,A-13-08,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53294,3137,1818000,2026-08-04,B6
TX-2026-08-01792,Desa Impian Setia Kuala,D-08-14,Teres 2 Tingkat,Kuala Selangor,Selangor,45643,2257,725500,2026-08-02,B2
TX-2026-08-02394,Desa Warisan Murni Petaling,E-29-12,Teres 2 Tingkat,Petaling,Selangor,47632,1849,811500,2026-08-13,B4
TX-2026-08-02146,Residensi Mutiara Sentosa Kuala,E-21-11,Berkembar 2 Tingkat,Kuala Langat,Selangor,42597,2617,945500,2026-08-12,B5
TX-2026-08-02610,Pangsapuri Seri Melati Hulu,D-18-22,Berkembar 2 Tingkat,DAERAH HULU LANGAT,Selangor,43307,2485,959500,2026-08-11,B2
TX-2026-08-00288,Residensi Warisan Murni Kuala,D-35-15,Banglo,Kuala Langat,Selangor,42754,2932,694000,2026-08-10,B2
TX-2026-08-01312,Pangsapuri Seri Melati Hulu,G-11-10,Banglo,Hulu Langat,Selangor,43445,4311,1782500,2026-08-06,B5
TX-2026-08-00412,Pangsapuri Putra Perdana Kuala,D-01-17,Teres 2 Tingkat,DAERAH KUALA SELANGOR,Selangor,45723,1450,307500,2026-08-24,B2
TX-2026-08-02111,Residensi Seri Melati Kuala,B-27-10,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,52798,650,249000,2026-08-03,B6
TX-2026-08-01676,Desa Impian Setia Klang,D-38-18,Teres 2 Tingkat,Klang,Selangor,41173,1693,655000,2026-08-30,B5
TX-2026-08-00682,Taman Anggerik Jaya Kuala,E-09-05,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,51228,3375,1736500,2026-08-22,B5
TX-2026-08-00376,Pangsapuri Suria Bayu Sepang,B-28-11,Pangsapuri,Sepang,Selangor,63037,870,332000,2026-08-25,B5
TX-2026-08-00870,Pangsapuri Kenanga Sari Petaling,F-10-18,Berkembar 2 Tingkat,DAERAH PETALING,Selangor,46428,2847,1201000,2026-08-02,B1
TX-2026-08-01673,Desa Impian Setia Klang,B-35-05,Banglo,Klang,Selangor,41104,3761,1452000,2026-08-15,B5
TX-2026-08-02511,Residensi Seri Melati Kuala,B-16-02,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,51243,2931,1577000,2026-08-22,B4
TX-2026-08-02683,Taman Tasik Permai Klang,A-37-06,Teres 2 Tingkat,DAERAH KLANG,Selangor,42263,2101,869500,2026-08-14,B4
TX-2026-08-00190,Pangsapuri Tasik Permai Gombak,F-27-21,Kondominium,Gombak,Selangor,68026,909,426500,07/08/2026,B3
TX-2026-08-01655,Pangsapuri Kenanga Sari Petaling,C-13-16,Teres 2 Tingkat,Petaling,Selangor,47800,1719,678000,2026-08-18,B2
TX-2026-08-01293,Kondominium Kenanga Sari Sepang,A-31-04,Teres 1 Tingkat,Sepang,Selangor,63158,1204,513500,2026-08-01,B3
TX-2026-08-00306,Bandar Mutiara Sentosa Kuala,D-24-14,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,56042,1474,1029000,2026-08-20,B2
TX-2026-08-00513,Taman Bukit Harmoni Klang,E-06-13,Teres 2 Tingkat,DAERAH KLANG,Selangor,42174,2106,1040500,2026-08-17,B5
TX-2026-08-00241,Desa Anggerik Jaya Sepang,E-29-23,Banglo,Sepang,Selangor,63219,4658,1813000,2026-08-14,B6
TX-2026-08-01912,Taman Anggerik Jaya Kuala,C-16-17,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57872,3037,2479500,2026-08-10,B4
TX-2026-08-00774,Taman Tasik Permai Klang,E-09-11,Pangsapuri,Klang,Selangor,41926,751,252500,2026-08-02,B4
TX-2026-08-01112,Bandar Anggerik Jaya Petaling,E-27-12,Teres 2 Tingkat,Petaling,Selangor,46874,1460,585000,2026-08-24,B2
TX-2026-08-00511,Kondominium Cempaka Wangi Sepang,B-36-19,Teres 2 Tingkat,Sepang,Selangor,63292,1535,532000,2026-08-28,B5
TX-2026-08-02601,Desa Warisan Murni Petaling,G-38-19,Berkembar 2 Tingkat,Petaling,Selangor,46977,2971,1223000,2026-08-26,B6
TX-2026-08-00142,Kondominium Damai Indah Petaling,F-09-21,Pangsapuri,Petaling,Selangor,47222,893,464500,2026-08-07,B2
TX-2026-08-02858,Pangsapuri Putra Perdana Hulu,A-01-02,Teres 1 Tingkat,Hulu Selangor,Selangor,44079,1170,451000,2026-08-05,B5
TX-2026-08-01905,Kondominium Impian Setia Petaling,E-15-01,Kondominium,DAERAH PETALING,Selangor,46943,1246,581500,2026-08-26,B6
TX-2026-08-00721,Kondominium Putra Perdana Petaling,B-32-03,Teres 1 Tingkat,Petaling,Selangor,46882,1370,837000,2026-08-12,B4
TX-2026-08-02405,Desa Mutiara Sentosa Klang,A-02-19,Teres 1 Tingkat,Klang,Selangor,41901,1350,489500,2026-08-30,B2
TX-2026-08-01207,Pangsapuri Seri Melati Hulu,C-04-12,Teres 2 Tingkat,Hulu Langat,Selangor,43492,1421,468000,2026-08-05,B5
TX-2026-08-00088,Kondominium Damai Indah Petaling,D-12-19,Pangsapuri,Petaling,Selangor,47755,923,480000,2026-08-31,B6
TX-2026-08-01684,Pangsapuri Warisan Murni Kuala,C-34-04,Teres 2 Tingkat,Kuala Langat,Selangor,42752,2341,752000,2026-08-07,B3
TX-2026-08-02720,Desa Anggerik Jaya Sepang,C-32-01,Banglo,Sepang,Selangor,63054,3564,927000,2026-08-07,B5
TX-2026-08-00555,Pangsapuri Suria Bayu Kuala,G-05-04,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,51104,3133,1734000,2026-08-08,B3
TX-2026-08-02772,Kondominium Impian Setia Petaling,D-12-03,Kondominium,Petaling,Selangor,46695,802,275000,2026-08-09,B3
TX-2026-08-00510,Desa Seri Melati Kuala,D-15-11,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53069,3119,1539000,2026-08-22,B4
TX-2026-08-01043,Pangsapuri Mutiara Sentosa Kuala,B-02-23,Pangsapuri,Kuala Selangor,Selangor,45769,605,226500,2026-08-19,B1
TX-2026-08-01553,Taman Bukit Harmoni Klang,A-38-24,Berkembar 2 Tingkat,Klang,Selangor,41385,3185,1273500,2026-08-03,B3
TX-2026-08-01237,Taman Kenanga Sari Klang,B-08-11,Teres 2 Tingkat,Klang,Selangor,42279,1768,663500,2026-08-08,B5
TX-2026-08-01584,Taman Anggerik Jaya Kuala,F-31-11,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,51319,2496,1226500,2026-08-03,B6
TX-2026-08-02330,Pangsapuri Tasik Permai Gombak,B-14-17,Kondominium,Gombak,Selangor,68018,1502,682000,2026-08-06,B2
TX-2026-08-02150,Residensi Seri Melati Kuala,B-22-01,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,51165,2223,1183000,2026-08-26,B4
TX-2026-08-02930,Taman Bukit Harmoni Klang,B-12-08,Teres 2 Tingkat,Klang,Selangor,41135,1623,648000,2026-08-11,B4
TX-2026-08-00624,Taman Anggerik Jaya Kuala,C-11-02,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,54044,1419,779000,2026-08-10,B1
TX-2026-08-00827,Desa Warisan Murni Petaling,B-27-10,Teres 2 Tingkat,DAERAH PETALING,Selangor,47222,2315,1240500,2026-08-08,B6
TX-2026-08-01459,Taman Anggerik Jaya Kuala,E-35-15,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,50534,907,673000,2026-08-13,B1
TX-2026-08-02664,Pangsapuri Kenanga Sari Petaling,A-25-14,Berkembar 2 Tingkat,DAERAH PETALING,Selangor,46322,3190,1670000,2026-08-15,B3
TX-2026-08-01703,Kondominium Damai Indah Petaling,D-06-08,Kondominium,Petaling,Selangor,46469,1413,694000,2026-08-18,B5
TX-2026-08-02748,Taman Kenanga Sari Kuala,C-23-01,Teres 1 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,52135,1025,727500,2026-08-31,B2
TX-2026-08-01355,Desa Seri Melati Kuala,A-01-01,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,54693,807,830000,2026-08-18,B1
TX-2026-08-00286,Desa Anggerik Jaya Sepang,C-38-02,Kondominium,Sepang,Selangor,63201,786,253500,2026-08-27,B2
TX-2026-08-02929,Bandar Kenanga Sari Kuala,A-20-14,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,52970,3969,3036000,2026-08-21,B6
TX-2026-08-02503,Taman Tasik Permai Klang,C-38-10,Banglo,Klang,Selangor,41129,3966,1445500,2026-08-21,B2
TX-2026-08-02158,Desa Putra Perdana Klang,G-12-13,Pangsapuri,Klang,Selangor,41980,648,204500,2026-08-23,B1
TX-2026-08-00578,Desa Anggerik Jaya Sepang,D-29-13,Teres 1 Tingkat,DAERAH SEPANG,Selangor,63169,1041,372500,2026-08-24,B5
TX-2026-08-01744,Kondominium Kenanga Sari Hulu,C-32-04,Banglo,Hulu Langat,Selangor,43236,4420,1382500,2026-08-23,B5
TX-2026-08-02768,Pangsapuri Putra Perdana Kuala,G-26-13,Teres 2 Tingkat,Kuala Selangor,Selangor,45636,1407,434000,2026-08-13,B4
TX-2026-08-01308,Pangsapuri Bukit Harmoni Sabak,G-08-05,Pangsapuri,Sabak Bernam,Selangor,45294,894,177500,2026-08-02,B5
TX-2026-08-01371,Taman Bukit Harmoni Gombak,B-21-24,Berkembar 2 Tingkat,Gombak,Selangor,68024,3281,2031500,2026-08-24,B3
TX-2026-08-01682,Residensi Warisan Murni Kuala,B-16-13,Teres 1 Tingkat,DAERAH KUALA LANGAT,Selangor,42560,942,248500,2026-08-24,B1
TX-2026-08-00122,Pangsapuri Kenanga Sari Petaling,A-04-15,Pangsapuri,Petaling,Selangor,46673,819,426000,2026-08-20,B6
TX-2026-08-02612,Pangsapuri Cempaka Wangi Klang,F-37-17,Banglo,Klang,Selangor,41741,5196,1870000,2026-08-19,B2
TX-2026-08-02291,Pangsapuri Tasik Permai Gombak,G-04-12,Teres 1 Tingkat,Gombak,Selangor,68062,970,629500,2026-08-30,B5
TX-2026-08-02507,Kondominium Damai Indah Petaling,G-24-07,Teres 1 Tingkat,DAERAH PETALING,Selangor,46132,1100,761500,2026-08-22,B6
TX-2026-08-00357,Pangsapuri Suria Bayu Sepang,B-11-04,Kondominium,Sepang,Selangor,63243,956,283000,2026-08-27,B3
TX-2026-08-02241,Pangsapuri Bukit Harmoni Sabak,A-36-16,Pangsapuri,Sabak Bernam,Selangor,45192,689,162500,2026-08-28,B2
TX-2026-08-02440,Kondominium Mutiara Sentosa Gombak,E-26-06,Kondominium,Gombak,Selangor,68045,976,458500,2026-08-21,B4
TX-2026-08-00055,Kondominium Impian Setia Petaling,A-33-06,Pangsapuri,Petaling,Selangor,46776,632,328500,2026-08-18,B6
TX-2026-08-00893,Kondominium Anggerik Jaya Sabak,F-21-16,Banglo,Sabak Bernam,Selangor,45126,3465,875000,2026-08-16,B5
TX-2026-08-01141,Bandar Anggerik Jaya Hulu,D-23-12,Banglo,Hulu Langat,Selangor,43389,3008,1137000,2026-08-12,B5
TX-2026-08-02104,Kondominium Mutiara Sentosa Hulu,E-35-04,Pangsapuri,Hulu Langat,Selangor,43271,606,149500,2026-08-17,B1
TX-2026-08-01943,Pangsapuri Tasik Permai Gombak,G-34-09,Banglo,DAERAH GOMBAK,Selangor,68069,2835,994500,2026-08-07,B6
TX-2026-08-01058,Taman Bukit Harmoni Klang,A-03-17,Banglo,Klang,Selangor,41258,4051,1377000,2026-08-24,B4
TX-2026-08-00634,Residensi Putra Perdana Hulu,B-01-02,Pangsapuri,Hulu Selangor,Selangor,44276,745,189000,2026-08-06,B4
TX-2026-08-00541,Desa Cempaka Wangi Gombak,G-24-12,Banglo,Gombak,Selangor,68034,4379,2195500,2026-08-08,B6
TX-2026-08-02758,Taman Warisan Murni Hulu,C-09-07,Kondominium,Hulu Selangor,Selangor,44214,1459,394000,2026-08-28,B2
TX-2026-08-02193,Taman Seri Melati Hulu,F-29-04,Teres 1 Tingkat,Hulu Langat,Selangor,43260,1335,556000,2026-08-24,B2
TX-2026-08-01650,Taman Kenanga Sari Kuala,D-13-04,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53866,1334,661000,2026-08-11,B6
TX-2026-08-00196,Desa Seri Melati Kuala,D-02-24,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,56149,659,523500,2026-08-19,B5
TX-2026-08-02725,Desa Kenanga Sari Kuala,D-01-11,Berkembar 2 Tingkat,DAERAH KUALA LANGAT,Selangor,42566,2729,497000,2026-08-05,B1
TX-2026-08-00875,Desa Kenanga Sari Kuala,A-16-14,Berkembar 2 Tingkat,Kuala Langat,Selangor,42609,2442,674500,2026-08-21,B1
TX-2026-08-01882,Taman Kenanga Sari Kuala,D-33-06,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53347,1234,1017000,2026-08-26,B3
TX-2026-08-02625,Residensi Mutiara Sentosa Kuala,G-21-08,Berkembar 2 Tingkat,Kuala Langat,Selangor,42750,2546,570500,2026-08-31,B3
TX-2026-08-01358,Desa Anggerik Jaya Kuala,F-12-17,Pangsapuri,DAERAH KUALA LANGAT,Selangor,42588,929,380500,2026-08-20,B6
TX-2026-08-02126,Bandar Bukit Harmoni Hulu,G-02-05,Teres 1 Tingkat,Hulu Selangor,Selangor,44024,1302,359000,2026-08-04,B5
TX-2026-08-00759,Kondominium Putra Perdana Petaling,B-38-03,Berkembar 2 Tingkat,Petaling,Selangor,47546,2408,1354000,2026-08-13,B4
TX-2026-08-02355,Kondominium Kenanga Sari Sepang,G-22-04,Pangsapuri,Sepang,Selangor,63092,574,202500,2026-08-26,B4
TX-2026-08-02227,Desa Kenanga Sari Kuala,C-06-04,Teres 1 Tingkat,DAERAH KUALA LANGAT,Selangor,42644,993,424500,2026-08-12,B4
TX-2026-08-01786,Kondominium Impian Setia Petaling,D-31-19,Kondominium,Petaling,Selangor,47719,884,322500,2026-08-26,B3
TX-2026-08-01772,Kondominium Putra Perdana Petaling,G-08-06,Teres 2 Tingkat,Petaling,Selangor,47632,1995,901000,2026-08-07,B6
TX-2026-08-02096,Taman Seri Melati Hulu,D-05-15,Banglo,Hulu Langat,Selangor,43006,4435,1622500,2026-08-24,B6
TX-2026-08-01874,Residensi Seri Melati Kuala,E-28-24,Teres 2 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,56153,1573,980000,2026-08-31,B5
TX-2026-08-01056,Desa Anggerik Jaya Sepang,G-38-19,Berkembar 2 Tingkat,DAERAH SEPANG,Selangor,63280,2453,1058000,2026-08-19,B4
TX-2026-08-01560,Desa Kenanga Sari Hulu,E-18-17,Banglo,Hulu Langat,Selangor,43208,5175,3256000,2026-08-21,B6
TX-2026-08-01098,Pangsapuri Suria Bayu Kuala,E-34-11,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,58371,2694,2466500,2026-08-06,B4
TX-2026-08-02412,Bandar Kenanga Sari Kuala,C-07-11,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,59313,3292,3066500,2026-08-30,B5
TX-2026-08-00410,Pangsapuri Suria Bayu Sepang,E-16-10,Banglo,Sepang,Selangor,63077,4083,1224000,2026-08-25,B4
TX-2026-08-01225,Pangsapuri Kenanga Sari Kuala,A-09-01,Teres 2 Tingkat,Kuala Selangor,Selangor,45693,1662,416000,2026-08-08,B5
TX-2026-08-01946,Kondominium Impian Setia Petaling,E-04-22,Berkembar 2 Tingkat,Petaling,Selangor,46477,3066,1366000,2026-08-12,B2
TX-2026-08-00085,Desa Kenanga Sari Hulu,A-02-23,Pangsapuri,Hulu Langat,Selangor,43154,739,295500,2026-08-02,B4
TX-2026-08-00069,Kondominium Putra Perdana Petaling,C-06-01,Kondominium,Petaling,Selangor,46752,1259,654500,2026-08-06,B4
TX-2026-08-02437,Residensi Seri Melati Kuala,F-16-09,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,54276,1761,1342000,2026-08-03,B5
TX-2026-08-01088,Residensi Seri Melati Kuala,D-06-18,Banglo,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,57819,3091,923500,2026-08-01,B5
